SKIP
96,44
96,16
96,49
96,27
96,28
96,35
96,36
96,30
96,20
97,21
97,37
97,16
97,3
97,17
97,18
97,43
97,41
97,44
97,7
98,39
98,24
98,40
98,38
98,49
98,6
98,46
98,15
98,48
98,13
99,45
99,3
99,31
99,7
99,22
99,28
99,16
99,38
99,37
99,35
100,33
100,2
100,17
100,49
100,10
100,37
100,43
100,5
100,9
100,30
